ID,Статистическое время,Средняя скорость ветра(m/s),Нормализованная активная мощность,Средняя температура окружающей среды(°C)
27047,2023-09-15 8:10:00,2.73,0.03,14.48
27048,2023-09-15 8:20:00,2.43,0.01,14.52
27049,2023-09-15 8:30:00,2.8,0.02,14.49
27050,2023-09-15 8:40:00,3.49,0.03,14.46
27051,2023-09-15 8:50:00,3.19,0.02,14.49
27052,2023-09-15 9:00:00,2.28,0.01,14.6
27053,2023-09-15 9:10:00,2.3,0.01,14.6
27054,2023-09-15 9:20:00,1.82,0.01,14.7
27055,2023-09-15 9:30:00,2.45,0.01,14.66
27056,2023-09-15 9:40:00,2.48,0.01,14.74
27057,2023-09-15 9:50:00,2.89,0.01,14.91
27058,2023-09-15 10:00:00,2.75,0.01,15.05
27059,2023-09-15 10:10:00,2.72,0.01,15.3
27060,2023-09-15 10:20:00,3.31,0.03,15.14
27061,2023-09-15 10:30:00,3.67,0.04,15.01
27062,2023-09-15 10:40:00,4.03,0.06,14.84
27063,2023-09-15 10:50:00,3.76,0.05,14.71
27064,2023-09-15 11:00:00,3.59,0.04,14.66
27065,2023-09-15 11:10:00,2.78,0.02,14.77
27066,2023-09-15 11:20:00,2.21,0.01,14.89
27067,2023-09-15 11:30:00,1.93,0.01,15.02
27068,2023-09-15 11:40:00,1.6,0.01,15.1
27069,2023-09-15 11:50:00,1.82,0.01,15.08
27070,2023-09-15 12:00:00,2.24,0.01,15.06
27071,2023-09-15 12:10:00,1.73,0.01,15.15
27072,2023-09-15 12:20:00,1.66,0.01,15.23
27073,2023-09-15 12:30:00,1.08,0.01,15.44
27074,2023-09-15 12:40:00,0.99,0.01,15.57
27075,2023-09-15 12:50:00,2,0.01,15.37
27076,2023-09-15 13:00:00,0.99,0.01,15.4
27077,2023-09-15 13:10:00,0.72,0.01,15.29
27078,2023-09-15 13:20:00,0.65,0.01,15.7
27079,2023-09-15 13:30:00,0.35,0.01,15.86
27080,2023-09-15 13:40:00,0.46,0.01,16.11
27081,2023-09-15 13:50:00,1.03,0.01,15.78
27082,2023-09-15 14:00:00,1.06,0.01,15.84
27083,2023-09-15 14:10:00,1.43,0.01,15.56
27084,2023-09-15 14:20:00,1.1,0.01,15.59
27085,2023-09-15 14:30:00,0.75,0.01,15.93
27086,2023-09-15 14:40:00,0.72,0.01,15.82
27087,2023-09-15 14:50:00,0.97,0.01,16
27088,2023-09-15 15:00:00,1.13,0.01,15.64
27089,2023-09-15 15:10:00,0.93,0.01,15.86
27090,2023-09-15 15:20:00,0.76,0.01,15.92
27091,2023-09-15 15:30:00,1.01,0.01,16.11
27092,2023-09-15 15:40:00,0.9,0.01,15.63
27093,2023-09-15 15:50:00,0.78,0.01,15.92
27094,2023-09-15 16:00:00,0.43,0.01,15.97
27095,2023-09-15 16:10:00,0.88,0.01,16.1
27096,2023-09-15 16:20:00,0.75,0.01,16.16
27097,2023-09-15 16:30:00,0.65,0.01,16.08
27098,2023-09-15 16:40:00,1.18,0.01,15.96
27099,2023-09-15 16:50:00,1.4,0.01,15.79
27100,2023-09-15 17:00:00,1,0.01,15.82
27101,2023-09-15 17:10:00,1.07,0.01,15.5
27102,2023-09-15 17:20:00,1.09,0.01,15.76
27103,2023-09-15 17:30:00,0.69,0.01,15.45
27104,2023-09-15 17:40:00,0.93,0.01,15.4
27105,2023-09-15 17:50:00,0.99,0.01,15.35
27106,2023-09-15 18:00:00,0.89,0.01,15.38
27107,2023-09-15 18:10:00,0.8,0.01,15.42
27108,2023-09-15 18:20:00,1.41,0.01,15.64
27109,2023-09-15 18:30:00,2.73,0.01,15.38
27110,2023-09-15 18:40:00,3.19,0.01,15.24
27111,2023-09-15 18:50:00,2.71,0.01,15.2
27112,2023-09-15 19:00:00,2.9,0.01,15.13
27113,2023-09-15 19:10:00,3.29,0.03,15.03
27114,2023-09-15 19:20:00,3.21,0.04,14.96
27115,2023-09-15 19:30:00,3.23,0.03,14.94
27116,2023-09-15 19:40:00,2.48,0.01,14.98
27117,2023-09-15 19:50:00,2.86,0.02,14.97
27118,2023-09-15 20:00:00,3.26,0.03,14.97
27119,2023-09-15 20:10:00,3.07,0.02,15.07
27120,2023-09-15 20:20:00,3.32,0.03,15.15
27121,2023-09-15 20:30:00,4.11,0.07,15.16
27122,2023-09-15 20:40:00,4.92,0.11,15.14
27123,2023-09-15 20:50:00,4.14,0.08,15.19
27124,2023-09-15 21:00:00,4,0.07,15.09
27125,2023-09-15 21:10:00,4.79,0.09,15
27126,2023-09-15 21:20:00,5.43,0.14,14.92
27127,2023-09-15 21:30:00,5.23,0.15,15.02
27128,2023-09-15 21:40:00,4.62,0.1,14.91
27129,2023-09-15 21:50:00,3.14,0.05,14.47
27130,2023-09-15 22:00:00,3.48,0.05,14.62
27131,2023-09-15 22:10:00,3.9,0.06,14.61
27132,2023-09-15 22:20:00,3.81,0.06,14.77
27133,2023-09-15 22:30:00,3.43,0.05,14.97
27134,2023-09-15 22:40:00,2.78,0.03,15.09
27135,2023-09-15 22:50:00,3.16,0.04,15.09
27136,2023-09-15 23:00:00,3.41,0.05,14.98
27137,2023-09-15 23:10:00,2.74,0.02,14.72
27138,2023-09-15 23:20:00,2.86,0.02,14.35
27139,2023-09-15 23:30:00,4.75,0.09,14.02
27140,2023-09-15 23:40:00,4.67,0.11,13.71
27141,2023-09-15 23:50:00,4.09,0.09,13.45
27142,2023-09-16 0:00:00,4.06,0.08,13.37
27143,2023-09-16 0:10:00,3.28,0.04,13.22
27144,2023-09-16 0:20:00,3.59,0.05,13.15
27145,2023-09-16 0:30:00,3.27,0.03,13.29
27146,2023-09-16 0:40:00,2.5,0.01,13.44
27147,2023-09-16 0:50:00,3.15,0.02,13.43
27148,2023-09-16 1:00:00,3.6,0.03,13.27
27149,2023-09-16 1:10:00,3.6,0.05,13.09
27150,2023-09-16 1:20:00,3.61,0.05,13.07
27151,2023-09-16 1:30:00,3.13,0.03,13.18
27152,2023-09-16 1:40:00,3.35,0.04,13.26
27153,2023-09-16 1:50:00,3.5,0.05,13.31
27154,2023-09-16 2:00:00,4.27,0.09,13.24
27155,2023-09-16 2:10:00,4.95,0.12,13.22
27156,2023-09-16 2:20:00,5.6,0.18,13.27
27157,2023-09-16 2:30:00,4.61,0.1,13.29
27158,2023-09-16 2:40:00,4.75,0.12,13.33
27159,2023-09-16 2:50:00,5.36,0.17,13.31
27160,2023-09-16 3:00:00,4.88,0.12,13.33
27161,2023-09-16 3:10:00,5.11,0.11,13.39
27162,2023-09-16 3:20:00,5.25,0.14,13.38
27163,2023-09-16 3:30:00,5.37,0.15,13.45
27164,2023-09-16 3:40:00,6.97,0.37,13.46
27165,2023-09-16 3:50:00,6.92,0.38,13.34
27166,2023-09-16 4:00:00,6.36,0.3,13.38
27167,2023-09-16 4:10:00,6.18,0.28,13.39
27168,2023-09-16 4:20:00,6.22,0.28,13.53
27169,2023-09-16 4:30:00,6.74,0.33,13.72
27170,2023-09-16 4:40:00,6.7,0.32,13.93
27171,2023-09-16 4:50:00,6.04,0.26,13.85
27172,2023-09-16 5:00:00,6.12,0.26,13.92
27173,2023-09-16 5:10:00,6.08,0.25,14.06
27174,2023-09-16 5:20:00,5.86,0.23,13.9
27175,2023-09-16 5:30:00,5.09,0.15,13.83
27176,2023-09-16 5:40:00,4.96,0.14,13.73
27177,2023-09-16 5:50:00,5.47,0.18,13.86
27178,2023-09-16 6:00:00,4.98,0.15,13.86
27179,2023-09-16 6:10:00,5.26,0.16,13.8
27180,2023-09-16 6:20:00,5.27,0.16,13.91
27181,2023-09-16 6:30:00,5.51,0.19,13.95
27182,2023-09-16 6:40:00,5.41,0.18,13.93
27183,2023-09-16 6:50:00,5.06,0.15,14.19
27184,2023-09-16 7:00:00,4.74,0.13,14.04
27185,2023-09-16 7:10:00,4.63,0.11,13.95
27186,2023-09-16 7:20:00,4.06,0.09,13.98
27187,2023-09-16 7:30:00,3.64,0.07,14.14
27188,2023-09-16 7:40:00,3.27,0.05,14.27
27189,2023-09-16 7:50:00,2.92,0.03,14.41
27190,2023-09-16 8:00:00,2.79,0.03,14.61
27191,2023-09-16 8:10:00,3.47,0.05,14.7
27192,2023-09-16 8:20:00,3.36,0.05,14.89
27193,2023-09-16 8:30:00,3.77,0.06,15.02
27194,2023-09-16 8:40:00,4.14,0.08,15.24
27195,2023-09-16 8:50:00,3.99,0.08,15.79
27196,2023-09-16 9:00:00,4.7,0.12,16.41
27197,2023-09-16 9:10:00,5.61,0.18,16.9
27198,2023-09-16 9:20:00,6.35,0.28,16.94
27199,2023-09-16 9:30:00,6.92,0.35,17.19
27200,2023-09-16 9:40:00,6.11,0.26,17.59
27201,2023-09-16 9:50:00,6.24,0.29,17.69
27202,2023-09-16 10:00:00,6.29,0.26,17.97
27203,2023-09-16 10:10:00,5.53,0.2,18.35
27204,2023-09-16 10:20:00,5.02,0.15,18.54
27205,2023-09-16 10:30:00,4.89,0.12,18.69
27206,2023-09-16 10:40:00,4.61,0.1,18.86
27207,2023-09-16 10:50:00,3.77,0.06,19.18
27208,2023-09-16 11:00:00,3.28,0.04,19.53
27209,2023-09-16 11:10:00,3.45,0.05,19.47
27210,2023-09-16 11:20:00,2.69,0.01,19.91
27211,2023-09-16 11:30:00,2.34,0.01,20
27212,2023-09-16 11:40:00,2.05,0.01,20.21
27213,2023-09-16 11:50:00,2.41,0.01,20.56
27214,2023-09-16 12:00:00,1.89,0.01,21.4
27215,2023-09-16 12:10:00,1.66,0.01,20.48
27216,2023-09-16 12:20:00,1.88,0.01,21.4
27217,2023-09-16 12:30:00,1.25,0.01,21.96
27218,2023-09-16 12:40:00,1.57,0.01,22.38
27219,2023-09-16 12:50:00,1.88,0.01,22.75
27220,2023-09-16 13:00:00,1.35,0.01,23.51
27221,2023-09-16 13:10:00,0.77,0.01,24.28
27222,2023-09-16 13:20:00,1.11,0.01,23.84
27223,2023-09-16 13:30:00,1.4,0.01,23.8
27224,2023-09-16 13:40:00,0.84,0.01,24.2
27225,2023-09-16 13:50:00,0.91,0.01,24.7
27226,2023-09-16 14:00:00,1.62,0.01,24.12
27227,2023-09-16 14:10:00,1.73,0.01,24.29
27228,2023-09-16 14:20:00,1.17,0.01,24.91
27229,2023-09-16 14:30:00,1.1,0.01,24.78
27230,2023-09-16 14:40:00,0.97,0.01,25.02
27231,2023-09-16 14:50:00,1.09,0.01,24.8
27232,2023-09-16 15:00:00,1.02,0.01,25.25
27233,2023-09-16 15:10:00,1.31,0.01,24.95
27234,2023-09-16 15:20:00,1.36,0.01,24.84
27235,2023-09-16 15:30:00,1.85,0.01,24.67
27236,2023-09-16 15:40:00,1.29,0.01,25.08
27237,2023-09-16 15:50:00,2.16,0.01,24.69
27238,2023-09-16 16:00:00,2.74,0.01,24.4
27239,2023-09-16 16:10:00,2.69,0.01,24.02
27240,2023-09-16 16:20:00,3.56,0.03,24.08
27241,2023-09-16 16:30:00,3.8,0.07,23.99
27242,2023-09-16 16:40:00,3.6,0.07,23.86
27243,2023-09-16 16:50:00,4.14,0.09,23.77
27244,2023-09-16 17:00:00,4.05,0.09,23.6
27245,2023-09-16 17:10:00,4.79,0.12,23.37
27246,2023-09-16 17:20:00,4.69,0.12,23.21
27247,2023-09-16 17:30:00,4.8,0.13,22.83
27248,2023-09-16 17:40:00,5.23,0.15,22.59
27249,2023-09-16 17:50:00,5.01,0.16,22.44
27250,2023-09-16 18:00:00,5.85,0.22,22.26
27251,2023-09-16 18:10:00,5.49,0.18,22.16
27252,2023-09-16 18:20:00,5.5,0.21,22.03
27253,2023-09-16 18:30:00,5.06,0.16,21.82
27254,2023-09-16 18:40:00,5.16,0.17,21.64
27255,2023-09-16 18:50:00,5.65,0.2,21.56
27256,2023-09-16 19:00:00,5.04,0.16,21.48
27257,2023-09-16 19:10:00,5.42,0.2,21.27
27258,2023-09-16 19:20:00,6.29,0.28,21.29
27259,2023-09-16 19:30:00,6.48,0.31,21.41
27260,2023-09-16 19:40:00,6.17,0.3,21.13
27261,2023-09-16 19:50:00,6.09,0.27,21.18
27262,2023-09-16 20:00:00,6.26,0.3,21.04
27263,2023-09-16 20:10:00,6.46,0.32,20.97
27264,2023-09-16 20:20:00,5.84,0.24,21.01
27265,2023-09-16 20:30:00,5.48,0.19,20.91
27266,2023-09-16 20:40:00,5.61,0.2,21.01
27267,2023-09-16 20:50:00,5.74,0.2,20.95
27268,2023-09-16 21:00:00,5.56,0.19,20.66
27269,2023-09-16 21:10:00,5.38,0.19,20.71
27270,2023-09-16 21:20:00,5.48,0.19,21.12
27271,2023-09-16 21:30:00,5.29,0.17,21.04
27272,2023-09-16 21:40:00,5.53,0.17,21.05
27273,2023-09-16 21:50:00,4.83,0.13,20.99
27274,2023-09-16 22:00:00,3.81,0.07,21.01
27275,2023-09-16 22:10:00,3.32,0.06,21.05
27276,2023-09-16 22:20:00,3.65,0.07,20.95
27277,2023-09-16 22:30:00,3.29,0.06,21.03
27278,2023-09-16 22:40:00,3.21,0.04,20.98
27279,2023-09-16 22:50:00,3.24,0.04,20.94
27280,2023-09-16 23:00:00,2.58,0.01,20.91
27281,2023-09-16 23:10:00,2.37,0.01,20.86
27282,2023-09-16 23:20:00,2.21,0.01,20.79
27283,2023-09-16 23:30:00,2.12,0.01,20.73
27284,2023-09-16 23:40:00,2.03,0.01,20.63
27285,2023-09-16 23:50:00,1.66,0.01,20.38
27286,2023-09-17 0:00:00,1.68,0.01,19.96
27287,2023-09-17 0:10:00,1.07,0.01,19.29
27288,2023-09-17 0:20:00,0.84,0.01,18.21
27289,2023-09-17 0:30:00,0.57,0.01,18.26
27290,2023-09-17 0:40:00,0.82,0.01,18.27
27291,2023-09-17 0:50:00,0.6,0.01,18.6
27292,2023-09-17 1:00:00,0.95,0.01,18.72
27293,2023-09-17 1:10:00,0.67,0.01,18.9
27294,2023-09-17 1:20:00,0.87,0.01,18.99
27295,2023-09-17 1:30:00,0.7,0.01,19.11
27296,2023-09-17 1:40:00,1,0.01,19.32
27297,2023-09-17 1:50:00,1.08,0.01,19.43
27298,2023-09-17 2:00:00,0.55,0.01,19.38
27299,2023-09-17 2:10:00,0.4,0.01,19.39
27300,2023-09-17 2:20:00,0.28,0.01,19.39
27301,2023-09-17 2:30:00,0.61,0.01,19.3
27302,2023-09-17 2:40:00,0.69,0.01,19.2
27303,2023-09-17 2:50:00,0.37,0.01,19.21
27304,2023-09-17 3:00:00,0.43,0.01,19.15
27305,2023-09-17 3:10:00,1.53,0.01,19.28
27306,2023-09-17 3:20:00,1.22,0.01,19.43
27307,2023-09-17 3:30:00,2.01,0.01,19.35
27308,2023-09-17 3:40:00,1.63,0.01,19.21
27309,2023-09-17 3:50:00,3.36,0.04,18.98
27310,2023-09-17 4:00:00,3.73,0.07,18.52
27311,2023-09-17 4:10:00,3.7,0.06,18.14
27312,2023-09-17 4:20:00,3.35,0.04,17.95
27313,2023-09-17 4:30:00,3.22,0.04,17.77
27314,2023-09-17 4:40:00,3.15,0.01,17.41
27315,2023-09-17 4:50:00,2.39,0.01,17.13
27316,2023-09-17 5:00:00,1.36,0.01,17.06
27317,2023-09-17 5:10:00,0.82,0.01,17.11
27318,2023-09-17 5:20:00,1.14,0.01,16.95
27319,2023-09-17 5:30:00,0.83,0.01,16.7
27320,2023-09-17 5:40:00,0.69,0.01,16.54
27321,2023-09-17 5:50:00,0.43,0.01,16.68
27322,2023-09-17 6:00:00,0.86,0.01,16.61
27323,2023-09-17 6:10:00,1.24,0.01,16.69
27324,2023-09-17 6:20:00,0.42,0.01,16.92
27325,2023-09-17 6:30:00,0.57,0.01,16.96
27326,2023-09-17 6:40:00,1,0.01,17.07
27327,2023-09-17 6:50:00,1.1,0.01,16.97
27328,2023-09-17 7:00:00,1.13,0.01,16.84
27329,2023-09-17 7:10:00,1.2,0.01,16.76
27330,2023-09-17 7:20:00,1.02,0.01,16.82
27331,2023-09-17 7:30:00,1.19,0.01,17.07
27332,2023-09-17 7:40:00,0.98,0.01,17.15
27333,2023-09-17 7:50:00,1.81,0.01,16.8
27334,2023-09-17 8:00:00,1.41,0.01,16.73
27335,2023-09-17 8:10:00,1.82,0.01,16.01
27336,2023-09-17 8:20:00,1.83,0.01,15.91
27337,2023-09-17 8:30:00,1.11,0.01,16.22
27338,2023-09-17 8:40:00,0.9,0.01,16.66
27339,2023-09-17 8:50:00,0.74,0.01,16.86
27340,2023-09-17 9:00:00,0.85,0.01,16.98
27341,2023-09-17 9:10:00,1.05,0.01,16.84
27342,2023-09-17 9:20:00,1.16,0.01,16.92
27343,2023-09-17 9:30:00,2.59,0.02,17
27344,2023-09-17 9:40:00,1.17,0.01,17.54
27345,2023-09-17 9:50:00,1.06,0.01,17.9
27346,2023-09-17 10:00:00,0.78,0.01,18.08
27347,2023-09-17 10:10:00,2.33,0.01,18.04
27348,2023-09-17 10:20:00,1.55,0.01,18.73
27349,2023-09-17 10:30:00,1.88,0.01,18.69
27350,2023-09-17 10:40:00,2.01,0.01,18.9
27351,2023-09-17 10:50:00,2.08,0.01,19.19
27352,2023-09-17 11:00:00,1.62,0.01,20.13
27353,2023-09-17 11:10:00,1.65,0.01,20.68
27354,2023-09-17 11:20:00,1.46,0.01,21.02
27355,2023-09-17 11:30:00,1.37,0.01,21.94
27356,2023-09-17 11:40:00,1.41,0.01,22.1
27357,2023-09-17 11:50:00,1.34,0.01,22.15
27358,2023-09-17 12:00:00,1.17,0.01,23.31
27359,2023-09-17 12:10:00,1,0.01,24.02
27360,2023-09-17 12:20:00,1.15,0.01,23.94
27361,2023-09-17 12:30:00,0.77,0.01,24.34
27362,2023-09-17 12:40:00,0.75,0.01,24.74
27363,2023-09-17 12:50:00,0.4,0.01,25.78
27364,2023-09-17 13:00:00,0.72,0.01,25.52
27365,2023-09-17 13:10:00,0.96,0.01,25.73
27366,2023-09-17 13:20:00,0.93,0.01,25.39
27367,2023-09-17 13:30:00,0.98,0.01,25.81
27368,2023-09-17 13:40:00,1.13,0.01,25.85
27369,2023-09-17 13:50:00,1.09,0.01,25.47
27370,2023-09-17 14:00:00,1.53,0.01,25.83
27371,2023-09-17 14:10:00,2.06,0.01,25.51
27372,2023-09-17 14:20:00,1.47,0.01,26.09
27373,2023-09-17 14:30:00,1.34,0.01,26.04
27374,2023-09-17 14:40:00,1.19,0.01,26.28
27375,2023-09-17 14:50:00,2.04,0.01,25.64
27376,2023-09-17 15:00:00,1.36,0.01,25.95
27377,2023-09-17 15:10:00,1.29,0.01,26.16
27378,2023-09-17 15:20:00,1.23,0.01,26.16
27379,2023-09-17 15:30:00,1.33,0.01,26.53
27380,2023-09-17 15:40:00,1.73,0.01,26
27381,2023-09-17 15:50:00,1.43,0.01,26.45
27382,2023-09-17 16:00:00,1.74,0.01,26.15
27383,2023-09-17 16:10:00,2.17,0.02,25.97
27384,2023-09-17 16:20:00,2.2,0.01,25.56
27385,2023-09-17 16:30:00,1.97,0.01,25.65
27386,2023-09-17 16:40:00,2.91,0.03,25.47
27387,2023-09-17 16:50:00,1.79,0.01,25.49
27388,2023-09-17 17:00:00,2.96,0.03,25.13
27389,2023-09-17 17:10:00,2.08,0.01,25.05
27390,2023-09-17 17:20:00,2.81,0.04,24.87
27391,2023-09-17 17:30:00,2.47,0.02,24.82
27392,2023-09-17 17:40:00,2.47,0.03,24.56
27393,2023-09-17 17:50:00,3.1,0.04,24.38
27394,2023-09-17 18:00:00,3.54,0.06,24.07
27395,2023-09-17 18:10:00,3.49,0.06,23.93
27396,2023-09-17 18:20:00,3.43,0.06,23.73
27397,2023-09-17 18:30:00,3.52,0.06,23.49
27398,2023-09-17 18:40:00,3.31,0.05,23.37
27399,2023-09-17 18:50:00,3.61,0.06,23.11
27400,2023-09-17 19:00:00,3.39,0.05,23.02
27401,2023-09-17 19:10:00,3.52,0.07,22.96
27402,2023-09-17 19:20:00,3.82,0.07,22.89
27403,2023-09-17 19:30:00,3.86,0.07,22.82
27404,2023-09-17 19:40:00,3.09,0.04,22.74
27405,2023-09-17 19:50:00,2.52,0.02,22.69
27406,2023-09-17 20:00:00,2.85,0.04,22.68
27407,2023-09-17 20:10:00,3.32,0.05,22.55
27408,2023-09-17 20:20:00,2.9,0.03,22.41
27409,2023-09-17 20:30:00,3.26,0.05,22.23
27410,2023-09-17 20:40:00,3.52,0.06,22.08
27411,2023-09-17 20:50:00,3,0.04,22.02
27412,2023-09-17 21:00:00,3.14,0.04,21.99
27413,2023-09-17 21:10:00,3.45,0.06,21.99
27414,2023-09-17 21:20:00,3.21,0.04,22.03
27415,2023-09-17 21:30:00,2.96,0.03,22.09
27416,2023-09-17 21:40:00,2.89,0.03,22.11
27417,2023-09-17 21:50:00,3.76,0.07,22.19
27418,2023-09-17 22:00:00,4.16,0.08,22.19
27419,2023-09-17 22:10:00,3.58,0.06,22.27
27420,2023-09-17 22:20:00,3.79,0.05,22.28
27421,2023-09-17 22:30:00,3.16,0.02,22.22
27422,2023-09-17 22:40:00,1.88,0.01,22.22
27423,2023-09-17 22:50:00,1.91,0.01,22.12
27424,2023-09-17 23:00:00,1.28,0.01,21.52
27425,2023-09-17 23:10:00,0.96,0.01,21.83
27426,2023-09-17 23:20:00,0.69,0.01,21.63
27427,2023-09-17 23:30:00,1.08,0.01,21.59
27428,2023-09-17 23:40:00,2.01,0.01,21.57
27429,2023-09-17 23:50:00,1.38,0.01,21.51
27430,2023-09-18 0:00:00,2.38,0.01,21.25
27431,2023-09-18 0:10:00,1.9,0.01,20.72
27432,2023-09-18 0:20:00,2.68,0.01,19.65
27433,2023-09-18 0:30:00,3.29,0.05,19.4
27434,2023-09-18 0:40:00,6.01,0.24,19.35
27435,2023-09-18 0:50:00,6.87,0.35,19.6
27436,2023-09-18 1:00:00,5.93,0.27,19.67
27437,2023-09-18 1:10:00,6.11,0.27,19.58
27438,2023-09-18 1:20:00,5.72,0.22,19.64
27439,2023-09-18 1:30:00,5.09,0.15,19.85
27440,2023-09-18 1:40:00,5.1,0.17,19.75
27441,2023-09-18 1:50:00,5.12,0.15,19.87
27442,2023-09-18 2:00:00,6.06,0.15,18.97
27443,2023-09-18 2:10:00,7.44,0.27,18.26
27444,2023-09-18 2:20:00,7.56,0.3,17.83
27445,2023-09-18 2:30:00,8.32,0.46,17.88
27446,2023-09-18 2:40:00,8.44,0.53,17.98
27447,2023-09-18 2:50:00,8.73,0.6,18.04
27448,2023-09-18 3:00:00,8.74,0.64,18.14
27449,2023-09-18 3:10:00,7.85,0.5,17.7
27450,2023-09-18 3:20:00,7.39,0.49,17.3
27451,2023-09-18 3:30:00,7.34,0.48,17.43
27452,2023-09-18 3:40:00,7.68,0.5,17.42
27453,2023-09-18 3:50:00,10.34,0.86,18.09
27454,2023-09-18 4:00:00,10.73,0.84,18.22
27455,2023-09-18 4:10:00,7.01,0.33,16.78
27456,2023-09-18 4:20:00,6.48,0.36,16.23
27457,2023-09-18 4:30:00,7.25,0.54,16.38
27458,2023-09-18 4:40:00,7.21,0.5,16.31
27459,2023-09-18 4:50:00,7.49,0.5,16.57
27460,2023-09-18 5:00:00,8.46,0.62,17.09
27461,2023-09-18 5:10:00,7.38,0.5,16.98
27462,2023-09-18 5:20:00,6.47,0.34,16.49
27463,2023-09-18 5:30:00,5.62,0.21,15.95
27464,2023-09-18 5:40:00,5.65,0.18,15.52
27465,2023-09-18 5:50:00,5.6,0.17,15.3
27466,2023-09-18 6:00:00,5.41,0.17,15.1
27467,2023-09-18 6:10:00,4.56,0.12,15.14
27468,2023-09-18 6:20:00,4.79,0.12,15.3
27469,2023-09-18 6:30:00,5.05,0.14,15.48
27470,2023-09-18 6:40:00,5.16,0.17,15.65
27471,2023-09-18 6:50:00,6.44,0.37,15.9
27472,2023-09-18 7:00:00,7.1,0.44,16.3
27473,2023-09-18 7:10:00,6.16,0.3,16.21
27474,2023-09-18 7:20:00,5.71,0.27,15.95
27475,2023-09-18 7:30:00,4.53,0.14,15.72
27476,2023-09-18 7:40:00,5.11,0.16,15.84
27477,2023-09-18 7:50:00,5.7,0.23,16.44
27478,2023-09-18 8:00:00,7.83,0.51,16.84
27479,2023-09-18 8:10:00,9.43,0.71,17.39
27480,2023-09-18 8:20:00,8.6,0.63,17.82
27481,2023-09-18 8:30:00,8.11,0.61,18.31
27482,2023-09-18 8:40:00,7.75,0.56,18.68
27483,2023-09-18 8:50:00,8.5,0.61,19.45
27484,2023-09-18 9:00:00,7.53,0.49,19.59
27485,2023-09-18 9:10:00,7.27,0.43,19.66
27486,2023-09-18 9:20:00,6.49,0.35,19.72
27487,2023-09-18 9:30:00,7.02,0.39,20.02
27488,2023-09-18 9:40:00,5.95,0.24,20.21
27489,2023-09-18 9:50:00,6.28,0.29,20.45
27490,2023-09-18 10:00:00,6.52,0.33,20.55
27491,2023-09-18 10:10:00,7.39,0.44,21.29
27492,2023-09-18 10:20:00,8.12,0.48,21.44
27493,2023-09-18 10:30:00,7.62,0.45,21.54
27494,2023-09-18 10:40:00,7.01,0.38,21.51
27495,2023-09-18 10:50:00,7.09,0.36,21.59
27496,2023-09-18 11:00:00,8.27,0.54,21.4
27497,2023-09-18 11:10:00,7.46,0.42,21.56
27498,2023-09-18 11:20:00,7.22,0.4,21.68
27499,2023-09-18 11:30:00,7.03,0.37,21.8
27500,2023-09-18 11:40:00,6.31,0.29,22.01
27501,2023-09-18 11:50:00,6.2,0.25,22.6
27502,2023-09-18 12:00:00,6.53,0.31,22.6
27503,2023-09-18 12:10:00,6.84,0.31,22.38
27504,2023-09-18 12:20:00,5.42,0.19,23.15
27505,2023-09-18 12:30:00,5.04,0.15,23.38
27506,2023-09-18 12:40:00,4.69,0.11,23.74
27507,2023-09-18 12:50:00,5.12,0.15,23.25
27508,2023-09-18 13:00:00,4.56,0.11,24.08
27509,2023-09-18 13:10:00,3.55,0.05,24.2
27510,2023-09-18 13:20:00,2.78,0.04,24.22
27511,2023-09-18 13:30:00,1.2,0.01,25.09
27512,2023-09-18 13:40:00,1.73,0.01,25.34
27513,2023-09-18 13:50:00,1.47,0.01,25.14
27514,2023-09-18 14:00:00,1.03,0.01,25.3
27515,2023-09-18 14:10:00,2.18,0.01,24.98
27516,2023-09-18 14:20:00,2.63,0.03,25.02
27517,2023-09-18 14:30:00,3.68,0.06,24.32
27518,2023-09-18 14:40:00,3.96,0.07,23.69
27519,2023-09-18 14:50:00,4.05,0.08,23.7
27520,2023-09-18 15:00:00,2.53,0.02,23.92
27521,2023-09-18 15:10:00,1.82,0.01,23.77
27522,2023-09-18 15:20:00,1.2,0.01,24.43
27523,2023-09-18 15:30:00,1.98,0.01,24.37
27524,2023-09-18 15:40:00,1.4,0.01,24.73
27525,2023-09-18 15:50:00,0.76,0.01,26.17
27526,2023-09-18 16:00:00,1.14,0.01,25.96
27527,2023-09-18 16:10:00,0.86,0.01,26.19
27528,2023-09-18 16:20:00,1.69,0.01,25.29
27529,2023-09-18 16:30:00,1.05,0.01,25.04
27530,2023-09-18 16:40:00,1.14,0.01,24.94
27531,2023-09-18 16:50:00,1.08,0.01,24.89
27532,2023-09-18 17:00:00,1.23,0.01,25.21
27533,2023-09-18 17:10:00,1.7,0.01,24.8
27534,2023-09-18 17:20:00,2.45,0.01,24.45
27535,2023-09-18 17:30:00,2.36,0.01,24.22
27536,2023-09-18 17:40:00,2.7,0.02,24.03
27537,2023-09-18 17:50:00,2.86,0.03,23.9
27538,2023-09-18 18:00:00,3.88,0.07,23.69
27539,2023-09-18 18:10:00,4.48,0.1,23.5
27540,2023-09-18 18:20:00,5.57,0.17,23.11
27541,2023-09-18 18:30:00,5.84,0.21,23.08
27542,2023-09-18 18:40:00,5.64,0.22,23
27543,2023-09-18 18:50:00,6.17,0.25,22.98
27544,2023-09-18 19:00:00,6.24,0.28,22.95
27545,2023-09-18 19:10:00,7.02,0.37,22.52
