ID,Статистическое время,Средняя скорость ветра(m/s),Нормализованная активная мощность,Средняя температура окружающей среды(°C)
20513,2023-08-04 22:00:00,4.74,0.12,34.47
20514,2023-08-04 22:10:00,4.18,0.09,34.44
20515,2023-08-04 22:20:00,4.1,0.09,34.08
20516,2023-08-04 22:30:00,1.98,0.02,34.41
20517,2023-08-04 22:40:00,1.6,0.01,34.43
20518,2023-08-04 22:50:00,1.34,0.01,34.3
20519,2023-08-04 23:00:00,1.66,0.01,34.28
20520,2023-08-04 23:10:00,1.53,0.01,34.28
20521,2023-08-04 23:20:00,0.77,0.01,33.96
20522,2023-08-04 23:30:00,0.69,0.01,33.66
20523,2023-08-04 23:40:00,0.67,0.01,33.52
20524,2023-08-04 23:50:00,0.59,0.01,33.43
20525,2023-08-05 0:00:00,1.06,0.01,33.39
20526,2023-08-05 0:10:00,0.65,0.01,33.44
20527,2023-08-05 0:20:00,0.62,0.01,33.3
20528,2023-08-05 0:30:00,1.06,0.01,33.26
20529,2023-08-05 0:40:00,0.79,0.01,33.17
20530,2023-08-05 0:50:00,0.57,0.01,33.05
20531,2023-08-05 1:00:00,0.42,0.01,32.91
20532,2023-08-05 1:10:00,0.34,0.01,32.83
20533,2023-08-05 1:20:00,0.54,0.01,32.83
20534,2023-08-05 1:30:00,0.57,0.01,32.68
20535,2023-08-05 1:40:00,0.16,0.01,32.25
20536,2023-08-05 1:50:00,0.29,0.01,32.37
20537,2023-08-05 2:00:00,0.38,0.01,32.48
20538,2023-08-05 2:10:00,0.75,0.01,32.49
20539,2023-08-05 2:20:00,0.52,0.01,32.24
20540,2023-08-05 2:30:00,0.44,0.01,32.06
20541,2023-08-05 2:40:00,0.44,0.01,32.02
20542,2023-08-05 2:50:00,0.84,0.01,32.08
20543,2023-08-05 3:00:00,1.59,0.01,31.88
20544,2023-08-05 3:10:00,1.59,0,31.31
20545,2023-08-05 3:20:00,1.59,0.01,30.72
20546,2023-08-05 3:30:00,1.67,0.01,30.25
20547,2023-08-05 3:40:00,1.01,0,30.11
20548,2023-08-05 3:50:00,0.62,0.01,29.8
20549,2023-08-05 4:00:00,0.47,0.01,29.59
20550,2023-08-05 4:10:00,0.57,0.01,29.46
20551,2023-08-05 4:20:00,0.92,0.01,29.5
20552,2023-08-05 4:30:00,1.16,0.01,29.37
20553,2023-08-05 4:40:00,1.68,0.01,29.24
20554,2023-08-05 4:50:00,1.55,0.01,29.21
20555,2023-08-05 5:00:00,1.94,0.01,29.43
20556,2023-08-05 5:10:00,1.5,0,30.05
20557,2023-08-05 5:20:00,1.58,0.01,29.68
20558,2023-08-05 5:30:00,1.81,0.01,29.48
20559,2023-08-05 5:40:00,1.13,0,28.84
20560,2023-08-05 5:50:00,2.12,0.01,28.74
20561,2023-08-05 6:00:00,3.01,0.05,29.81
20562,2023-08-05 6:10:00,4.51,0.11,29.49
20563,2023-08-05 6:20:00,4.85,0.13,29.22
20564,2023-08-05 6:30:00,4.93,0.12,29.03
20565,2023-08-05 6:40:00,4.38,0.09,29.01
20566,2023-08-05 6:50:00,3.7,0.06,29.37
20567,2023-08-05 7:00:00,3.14,0.05,30.11
20568,2023-08-05 7:10:00,3.85,0.08,30.71
20569,2023-08-05 7:20:00,3.06,0.05,31.17
20570,2023-08-05 7:30:00,2.41,0.03,31.6
20571,2023-08-05 7:40:00,1.96,0.01,32.08
20572,2023-08-05 7:50:00,1.6,0.01,32.66
20573,2023-08-05 8:00:00,1.09,0,33.57
20574,2023-08-05 8:10:00,1.19,0.01,34
20575,2023-08-05 8:20:00,2.05,0.01,33.29
20576,2023-08-05 8:30:00,2.12,0.01,33.64
20577,2023-08-05 8:40:00,1.91,0.01,33.27
20578,2023-08-05 8:50:00,1.59,0.01,33.5
20579,2023-08-05 9:00:00,2.23,0.01,33.22
20580,2023-08-05 9:10:00,1.96,0.01,33.5
20581,2023-08-05 9:20:00,2.17,0.01,33.15
20582,2023-08-05 9:30:00,2.05,0.01,33.14
20583,2023-08-05 9:40:00,1.27,0.01,34.58
20584,2023-08-05 9:50:00,1.83,0,34.65
20585,2023-08-05 10:00:00,2.41,0.03,34.31
20586,2023-08-05 10:10:00,2.57,0.03,33.88
20587,2023-08-05 10:20:00,1.42,0.01,34.44
20588,2023-08-05 10:30:00,0.95,0.01,35.77
20589,2023-08-05 10:40:00,0.98,0.01,36.98
20590,2023-08-05 10:50:00,1.12,0.01,36.95
20591,2023-08-05 11:00:00,2.54,0.01,36.31
20592,2023-08-05 11:10:00,4.29,0.06,35.43
20593,2023-08-05 11:20:00,4.33,0.1,35.89
20594,2023-08-05 11:30:00,3.04,0.05,36.24
20595,2023-08-05 11:40:00,2.98,0.04,36.65
20596,2023-08-05 11:50:00,2.79,0.03,37.15
20597,2023-08-05 12:00:00,3.51,0.07,37.1
20598,2023-08-05 12:10:00,4.28,0.11,37.25
20599,2023-08-05 12:20:00,4.23,0.1,37.5
20600,2023-08-05 12:30:00,3.54,0.06,37.96
20601,2023-08-05 12:40:00,4.17,0.08,38.18
20602,2023-08-05 12:50:00,4.12,0.08,38.33
20603,2023-08-05 13:00:00,3.68,0.08,38.73
20604,2023-08-05 13:10:00,3.93,0.08,38.83
20605,2023-08-05 13:20:00,4.05,0.09,38.91
20606,2023-08-05 13:30:00,3.48,0.07,39.23
20607,2023-08-05 13:40:00,3.9,0.09,39.51
20608,2023-08-05 13:50:00,4.43,0.1,39.33
20609,2023-08-05 14:00:00,3.84,0.08,39.57
20610,2023-08-05 14:10:00,4.42,0.1,39.71
20611,2023-08-05 14:20:00,5.4,0.17,39.5
20612,2023-08-05 14:30:00,5.55,0.17,39.63
20613,2023-08-05 14:40:00,4.64,0.12,39.91
20614,2023-08-05 14:50:00,5.07,0.17,39.63
20615,2023-08-05 15:00:00,5.71,0.22,39.52
20616,2023-08-05 15:10:00,6.07,0.24,39.46
20617,2023-08-05 15:20:00,6.93,0.35,39.47
20618,2023-08-05 15:30:00,7.02,0.38,39.44
20619,2023-08-05 15:40:00,6.95,0.35,39.51
20620,2023-08-05 15:50:00,6.19,0.29,39.53
20621,2023-08-05 16:00:00,6.68,0.34,39.49
20622,2023-08-05 16:10:00,6.92,0.36,39.51
20623,2023-08-05 16:20:00,7.04,0.38,39.53
20624,2023-08-05 16:30:00,7.21,0.41,39.58
20625,2023-08-05 16:40:00,7.44,0.4,39.74
20626,2023-08-05 16:50:00,7.58,0.45,39.43
20627,2023-08-05 17:00:00,8.12,0.53,39.31
20628,2023-08-05 17:10:00,8.46,0.56,39.16
20629,2023-08-05 17:20:00,8.5,0.58,39.15
20630,2023-08-05 17:30:00,8.16,0.55,39.06
20631,2023-08-05 17:40:00,8.64,0.6,38.92
20632,2023-08-05 17:50:00,7.88,0.5,38.88
20633,2023-08-05 18:00:00,8.91,0.61,38.8
20634,2023-08-05 18:10:00,8.89,0.62,38.81
20635,2023-08-05 18:20:00,9.83,0.74,38.73
20636,2023-08-05 18:30:00,9.14,0.66,38.54
20637,2023-08-05 18:40:00,9.52,0.69,38.41
20638,2023-08-05 18:50:00,9.76,0.71,38.26
20639,2023-08-05 19:00:00,10.13,0.75,38.25
20640,2023-08-05 19:10:00,10.07,0.75,38.25
20641,2023-08-05 19:20:00,9.07,0.65,38.17
20642,2023-08-05 19:30:00,8.82,0.63,37.96
20643,2023-08-05 19:40:00,9.83,0.74,37.76
20644,2023-08-05 19:50:00,10.39,0.8,37.54
20645,2023-08-05 20:00:00,10.31,0.8,38.17
20646,2023-08-05 20:10:00,9.82,0.74,38.19
20647,2023-08-05 20:20:00,9.73,0.72,38.16
20648,2023-08-05 20:30:00,9.44,0.7,38.18
20649,2023-08-05 20:40:00,9.01,0.64,38.19
20650,2023-08-05 20:50:00,9.04,0.63,38.21
20651,2023-08-05 21:00:00,8.83,0.61,38.2
20652,2023-08-05 21:10:00,8.27,0.55,38.26
20653,2023-08-05 21:20:00,7.73,0.48,38.22
20654,2023-08-05 21:30:00,7.89,0.45,38.1
20655,2023-08-05 21:40:00,7.22,0.37,37.68
20656,2023-08-05 21:50:00,6.47,0.28,36.59
20657,2023-08-05 22:00:00,5.75,0.23,36.11
20658,2023-08-05 22:10:00,6.15,0.24,36.39
20659,2023-08-05 22:20:00,6.26,0.24,36.66
20660,2023-08-05 22:30:00,5.55,0.18,36.72
20661,2023-08-05 22:40:00,5.4,0.18,36.8
20662,2023-08-05 22:50:00,5.39,0.18,36.91
20663,2023-08-05 23:00:00,4.81,0.13,37.15
20664,2023-08-05 23:10:00,4.02,0.09,37.23
20665,2023-08-05 23:20:00,4.24,0.09,37.2
20666,2023-08-05 23:30:00,3.59,0.07,37.09
20667,2023-08-05 23:40:00,3.05,0.05,37.05
20668,2023-08-05 23:50:00,2.49,0.02,36.91
20669,2023-08-06 0:00:00,2.64,0.03,36.87
20670,2023-08-06 0:10:00,3.02,0.02,36.8
20671,2023-08-06 0:20:00,1.74,0.01,36.52
20672,2023-08-06 0:30:00,1.6,0.01,36.21
20673,2023-08-06 0:40:00,1.36,0.01,34.91
20674,2023-08-06 0:50:00,1.55,0.01,32.44
20675,2023-08-06 1:00:00,1.39,0.01,31.82
20676,2023-08-06 1:10:00,4.46,0.01,30.23
20677,2023-08-06 1:20:00,4.88,0.01,30.46
20678,2023-08-06 1:30:00,2.91,0.01,29.48
20679,2023-08-06 1:40:00,2.35,0.01,29.72
20680,2023-08-06 1:50:00,2.01,0.01,29.87
20681,2023-08-06 2:00:00,3.12,0.01,30
20682,2023-08-06 2:10:00,4.13,0.01,30.23
20683,2023-08-06 2:20:00,2.85,0.01,30.48
20684,2023-08-06 2:30:00,3.38,0.01,30.69
20685,2023-08-06 2:40:00,4.58,0.01,31.4
20686,2023-08-06 2:50:00,3.64,0.01,31.98
20687,2023-08-06 3:00:00,2.56,0.01,32.6
20688,2023-08-06 3:10:00,2.14,0.01,32.86
20689,2023-08-06 3:20:00,2.31,0.01,33.12
20690,2023-08-06 3:30:00,2.12,0.01,33.09
20691,2023-08-06 3:40:00,4.18,0.01,33.4
20692,2023-08-06 3:50:00,4.79,0.01,33.03
20693,2023-08-06 4:00:00,5.48,0.01,33.01
20694,2023-08-06 4:10:00,3.98,0.01,33.26
20695,2023-08-06 4:20:00,3.12,0.01,32.57
20696,2023-08-06 4:30:00,3.89,0.01,31.47
20697,2023-08-06 4:40:00,5.61,0.01,31.48
20698,2023-08-06 4:50:00,5.79,0.01,30.93
20699,2023-08-06 5:00:00,5.69,0.01,30.52
20700,2023-08-06 5:10:00,6.46,0.01,30.16
20701,2023-08-06 5:20:00,6.67,0.01,30.01
20702,2023-08-06 5:30:00,6.93,0.01,30.14
20703,2023-08-06 5:40:00,6.77,0.01,30.17
20704,2023-08-06 5:50:00,6.3,0.01,30.17
20705,2023-08-06 6:00:00,5.08,0.01,30.19
20706,2023-08-06 6:10:00,5.13,0.01,30.18
20707,2023-08-06 6:20:00,5.04,0.01,30.31
20708,2023-08-06 6:30:00,4.99,0.01,30.37
20709,2023-08-06 6:40:00,5.21,0.01,30.38
20710,2023-08-06 6:50:00,4.99,0.01,30.36
20711,2023-08-06 7:00:00,5.18,0.01,30.4
20712,2023-08-06 7:10:00,5.49,0.01,30.77
20713,2023-08-06 7:20:00,6.49,0.01,31.08
20714,2023-08-06 7:30:00,5.7,0.01,31.65
20715,2023-08-06 7:40:00,5.47,0.01,32.43
20716,2023-08-06 7:50:00,5.76,0.01,32.05
20717,2023-08-06 8:00:00,5.75,0.01,32.2
20718,2023-08-06 8:10:00,5.07,0.01,32.13
20719,2023-08-06 8:20:00,4.65,0.01,31.91
20720,2023-08-06 8:30:00,5.4,0.01,32.39
20721,2023-08-06 8:40:00,4.51,0.01,32.94
20722,2023-08-06 8:50:00,2.43,0.01,33.01
20723,2023-08-06 9:00:00,2.13,0.01,32.77
20724,2023-08-06 9:10:00,2.91,0.01,31.66
20725,2023-08-06 9:20:00,2.47,0.01,31.18
20726,2023-08-06 9:30:00,0.95,0.01,31.89
20727,2023-08-06 9:40:00,1.88,0.01,32.19
20728,2023-08-06 9:50:00,3.77,0.01,32.56
20729,2023-08-06 10:00:00,3.81,0.01,33.16
20730,2023-08-06 10:10:00,1.85,0,33.71
20731,2023-08-06 10:20:00,1.38,0.01,34.67
20732,2023-08-06 10:30:00,0.4,0.01,35.85
20733,2023-08-06 10:40:00,0.19,0.01,36.09
20734,2023-08-06 10:50:00,0.33,0.01,35.62
20735,2023-08-06 11:00:00,1.33,0.01,35.41
20736,2023-08-06 11:10:00,0.64,0.01,37.17
20737,2023-08-06 11:20:00,0.78,0.01,37.77
20738,2023-08-06 11:30:00,1.41,0.01,37.49
20739,2023-08-06 11:40:00,1.87,0.01,37.44
20740,2023-08-06 11:50:00,1.91,0,37.68
20741,2023-08-06 12:00:00,1.58,0.01,38.02
20742,2023-08-06 12:10:00,1.98,0.01,37.58
20743,2023-08-06 12:20:00,2.37,0.01,38.37
20744,2023-08-06 12:30:00,1.77,0.01,38.09
20745,2023-08-06 12:40:00,2.45,0.03,37.52
20746,2023-08-06 12:50:00,2.12,0.02,38.31
20747,2023-08-06 13:00:00,2.44,0.03,38.05
20748,2023-08-06 13:10:00,2.27,0.02,37.83
20749,2023-08-06 13:20:00,2.53,0.04,37.44
20750,2023-08-06 13:30:00,2.11,0.01,37.42
20751,2023-08-06 13:40:00,2.05,0.01,38.13
20752,2023-08-06 13:50:00,2.25,0.02,37.86
20753,2023-08-06 14:00:00,1.69,0.01,37.68
20754,2023-08-06 14:10:00,1.64,0,37.84
20755,2023-08-06 14:20:00,1.25,0,37.94
20756,2023-08-06 14:30:00,1.14,0.01,38.38
20757,2023-08-06 14:40:00,1.56,0,38.42
20758,2023-08-06 14:50:00,1.57,0,38.47
20759,2023-08-06 15:00:00,2,0.01,39.08
20760,2023-08-06 15:10:00,1,0.01,38.26
20761,2023-08-06 15:20:00,0.71,0.01,38.06
20762,2023-08-06 15:30:00,2.53,0.01,38.62
20763,2023-08-06 15:40:00,3.19,0.01,38.82
20764,2023-08-06 15:50:00,3.24,0.01,39.12
20765,2023-08-06 16:00:00,2.07,0.01,39.12
20766,2023-08-06 16:10:00,1.7,0.01,39.25
20767,2023-08-06 16:20:00,1.39,0.01,39.5
20768,2023-08-06 16:30:00,1.09,0.01,39.39
20769,2023-08-06 16:40:00,1.06,0.01,39.16
20770,2023-08-06 16:50:00,0.6,0.01,39.64
20771,2023-08-06 17:00:00,0.7,0.01,38.7
20772,2023-08-06 17:10:00,0.92,0.01,38.67
20773,2023-08-06 17:20:00,1.49,0.01,38.69
20774,2023-08-06 17:30:00,0.76,0.01,38.93
20775,2023-08-06 17:40:00,1.08,0.01,38.86
20776,2023-08-06 17:50:00,1,0.01,38.65
20777,2023-08-06 18:00:00,1.84,0.01,38.87
20778,2023-08-06 18:10:00,2.14,0.01,38.35
20779,2023-08-06 18:20:00,1.86,0.01,37.81
20780,2023-08-06 18:30:00,4.18,0.06,37.12
20781,2023-08-06 18:40:00,5.69,0.21,36.72
20782,2023-08-06 18:50:00,6.18,0.28,36.45
20783,2023-08-06 19:00:00,8.27,0.55,35.96
20784,2023-08-06 19:10:00,14.27,0.98,34.28
20785,2023-08-06 19:20:00,12.87,0.98,34.1
20786,2023-08-06 19:30:00,13.06,0.98,34.57
20787,2023-08-06 19:40:00,12.55,0.98,34.12
20788,2023-08-06 19:50:00,12.53,0.97,33.95
20789,2023-08-06 20:00:00,11.83,0.96,33.87
20790,2023-08-06 20:10:00,12.37,0.97,33.98
20791,2023-08-06 20:20:00,12,0.96,33.78
20792,2023-08-06 20:30:00,12.25,0.97,33.98
20793,2023-08-06 20:40:00,10.55,0.84,33.88
20794,2023-08-06 20:50:00,7.89,0.52,33.56
20795,2023-08-06 21:00:00,8.76,0.6,33.33
20796,2023-08-06 21:10:00,8.31,0.56,33.15
20797,2023-08-06 21:20:00,7.46,0.45,32.92
20798,2023-08-06 21:30:00,10.09,0.76,32.9
20799,2023-08-06 21:40:00,9.71,0.73,32.58
20800,2023-08-06 21:50:00,10.97,0.87,32.43
20801,2023-08-06 22:00:00,11.78,0.94,32.5
20802,2023-08-06 22:10:00,10.92,0.9,32.34
20803,2023-08-06 22:20:00,11.62,0.95,32.18
20804,2023-08-06 22:30:00,11.79,0.97,31.86
20805,2023-08-06 22:40:00,12.85,0.97,31.46
20806,2023-08-06 22:50:00,12.47,0.97,31.27
20807,2023-08-06 23:00:00,12.06,0.97,31.07
20808,2023-08-06 23:10:00,11.92,0.97,30.94
20809,2023-08-06 23:20:00,12.02,0.97,30.92
20810,2023-08-06 23:30:00,12.66,0.97,30.69
20811,2023-08-06 23:40:00,12.73,0.97,30.43
20812,2023-08-06 23:50:00,13.5,0.97,30.17
20813,2023-08-07 0:00:00,12.92,0.97,29.92
20814,2023-08-07 0:10:00,13.47,0.97,29.71
20815,2023-08-07 0:20:00,12.6,0.97,29.58
20816,2023-08-07 0:30:00,12.29,0.97,29.46
20817,2023-08-07 0:40:00,11.99,0.97,29.35
20818,2023-08-07 0:50:00,11.64,0.96,29.26
20819,2023-08-07 1:00:00,12.88,0.97,29.31
20820,2023-08-07 1:10:00,12.45,0.97,29.32
20821,2023-08-07 1:20:00,11.8,0.97,29.28
20822,2023-08-07 1:30:00,11.28,0.94,29.16
20823,2023-08-07 1:40:00,11.34,0.94,28.98
20824,2023-08-07 1:50:00,11.79,0.97,29.2
20825,2023-08-07 2:00:00,11.99,0.95,29.38
20826,2023-08-07 2:10:00,11.2,0.89,29.3
20827,2023-08-07 2:20:00,10.35,0.84,29.05
20828,2023-08-07 2:30:00,10.47,0.8,29.13
20829,2023-08-07 2:40:00,10.02,0.78,29.02
20830,2023-08-07 2:50:00,10.82,0.84,28.92
20831,2023-08-07 3:00:00,11.12,0.86,28.91
20832,2023-08-07 3:10:00,11.25,0.89,28.94
20833,2023-08-07 3:20:00,11.54,0.91,29.02
20834,2023-08-07 3:30:00,11.05,0.88,29.19
20835,2023-08-07 3:40:00,10.43,0.8,29.15
20836,2023-08-07 3:50:00,10.54,0.8,29.06
20837,2023-08-07 4:00:00,10.51,0.85,28.89
20838,2023-08-07 4:10:00,10.23,0.82,28.67
20839,2023-08-07 4:20:00,10.03,0.78,28.58
20840,2023-08-07 4:30:00,10.13,0.76,28.68
20841,2023-08-07 4:40:00,9.2,0.69,28.62
20842,2023-08-07 4:50:00,8.95,0.66,28.42
20843,2023-08-07 5:00:00,8.47,0.61,28.31
20844,2023-08-07 5:10:00,7.51,0.49,28.14
20845,2023-08-07 5:20:00,7.35,0.46,28.06
20846,2023-08-07 5:30:00,7.66,0.44,28.18
20847,2023-08-07 5:40:00,7.1,0.4,28.2
20848,2023-08-07 5:50:00,7.15,0.39,28.23
20849,2023-08-07 6:00:00,6.81,0.35,28.32
20850,2023-08-07 6:10:00,6.61,0.33,28.32
20851,2023-08-07 6:20:00,6.79,0.37,28.26
20852,2023-08-07 6:30:00,6.88,0.36,28.28
20853,2023-08-07 6:40:00,7.41,0.45,28.21
20854,2023-08-07 6:50:00,7.64,0.49,27.91
20855,2023-08-07 7:00:00,7.73,0.49,27.66
20856,2023-08-07 7:10:00,8.65,0.61,27.05
20857,2023-08-07 7:20:00,8.64,0.61,26.67
20858,2023-08-07 7:30:00,8.41,0.57,26.46
20859,2023-08-07 7:40:00,10.08,0.78,26.19
20860,2023-08-07 7:50:00,9.59,0.74,26.17
20861,2023-08-07 8:00:00,8.92,0.63,26.3
20862,2023-08-07 8:10:00,9.81,0.76,26.69
20863,2023-08-07 8:20:00,8.96,0.65,27.19
20864,2023-08-07 8:30:00,7.35,0.39,27.53
20865,2023-08-07 8:40:00,6.87,0.39,27.42
20866,2023-08-07 8:50:00,6.75,0.35,28.21
20867,2023-08-07 9:00:00,6.43,0.29,28.91
20868,2023-08-07 9:10:00,6.78,0.32,29.43
20869,2023-08-07 9:20:00,7.21,0.38,29.6
20870,2023-08-07 9:30:00,5.82,0.2,29.2
20871,2023-08-07 9:40:00,5.46,0.19,28.87
20872,2023-08-07 9:50:00,6.18,0.25,28.58
20873,2023-08-07 10:00:00,6.27,0.26,28.4
20874,2023-08-07 10:10:00,5.99,0.23,29.04
20875,2023-08-07 10:20:00,5.98,0.2,30.43
20876,2023-08-07 10:30:00,7.18,0.4,30.5
20877,2023-08-07 10:40:00,6.72,0.32,30.13
20878,2023-08-07 10:50:00,6.48,0.29,30.19
20879,2023-08-07 11:00:00,5.87,0.24,29.63
20880,2023-08-07 11:10:00,5.54,0.16,29.91
20881,2023-08-07 11:20:00,5.63,0.18,29.86
20882,2023-08-07 11:30:00,5.44,0.18,29.67
20883,2023-08-07 11:40:00,5.29,0.15,30.15
20884,2023-08-07 11:50:00,5.81,0.21,30
20885,2023-08-07 12:00:00,5.59,0.2,30.18
20886,2023-08-07 12:10:00,6.16,0.28,30.69
20887,2023-08-07 12:20:00,6.75,0.32,30.84
20888,2023-08-07 12:30:00,6.77,0.31,30.66
20889,2023-08-07 12:40:00,6.77,0.32,30.57
20890,2023-08-07 12:50:00,7.17,0.37,30.2
20891,2023-08-07 13:00:00,6.79,0.29,30.35
20892,2023-08-07 13:10:00,6.67,0.32,30.01
20893,2023-08-07 13:20:00,7.55,0.43,29.65
20894,2023-08-07 13:30:00,7.04,0.38,29.62
20895,2023-08-07 13:40:00,6.18,0.25,29.74
20896,2023-08-07 13:50:00,5.57,0.18,30.29
20897,2023-08-07 14:00:00,6.54,0.28,30.24
20898,2023-08-07 14:10:00,6.2,0.28,30.13
20899,2023-08-07 14:20:00,7,0.35,30.04
20900,2023-08-07 14:30:00,6.36,0.29,30.46
20901,2023-08-07 14:40:00,6.53,0.31,30.67
20902,2023-08-07 14:50:00,7.24,0.39,30.72
20903,2023-08-07 15:00:00,6.95,0.33,31.49
20904,2023-08-07 15:10:00,7.29,0.37,32.07
20905,2023-08-07 15:20:00,9.26,0.65,31.52
20906,2023-08-07 15:30:00,10.15,0.76,31.02
20907,2023-08-07 15:40:00,9.93,0.77,30.82
20908,2023-08-07 15:50:00,10.39,0.81,30.94
20909,2023-08-07 16:00:00,10.42,0.81,31.5
20910,2023-08-07 16:10:00,11.31,0.9,31.49
20911,2023-08-07 16:20:00,12.04,0.96,30.74
20912,2023-08-07 16:30:00,11.53,0.95,30.42
20913,2023-08-07 16:40:00,11.67,0.97,30.17
20914,2023-08-07 16:50:00,11.49,0.96,30.02
20915,2023-08-07 17:00:00,11.55,0.94,29.93
20916,2023-08-07 17:10:00,11.68,0.95,29.83
20917,2023-08-07 17:20:00,11.92,0.97,29.66
20918,2023-08-07 17:30:00,11.19,0.9,29.6
20919,2023-08-07 17:40:00,11.32,0.93,29.54
20920,2023-08-07 17:50:00,11,0.9,29.36
20921,2023-08-07 18:00:00,11.14,0.92,29.41
20922,2023-08-07 18:10:00,9.4,0.7,29.49
20923,2023-08-07 18:20:00,9.82,0.76,29.31
20924,2023-08-07 18:30:00,9.65,0.74,29.22
20925,2023-08-07 18:40:00,9.13,0.71,29.03
20926,2023-08-07 18:50:00,7.68,0.47,29.01
20927,2023-08-07 19:00:00,6.97,0.38,28.97
20928,2023-08-07 19:10:00,7.54,0.47,28.88
20929,2023-08-07 19:20:00,7.85,0.51,28.77
20930,2023-08-07 19:30:00,8.08,0.55,28.74
20931,2023-08-07 19:40:00,9.49,0.71,28.78
20932,2023-08-07 19:50:00,8.74,0.63,28.69
20933,2023-08-07 20:00:00,8.25,0.58,28.58
20934,2023-08-07 20:10:00,9.19,0.7,28.46
20935,2023-08-07 20:20:00,9.74,0.75,28.21
20936,2023-08-07 20:30:00,9.37,0.67,27.97
20937,2023-08-07 20:40:00,9.24,0.69,27.53
20938,2023-08-07 20:50:00,8.01,0.52,27.15
20939,2023-08-07 21:00:00,8.67,0.61,26.78
20940,2023-08-07 21:10:00,9.6,0.72,26.66
20941,2023-08-07 21:20:00,10.1,0.77,26.59
20942,2023-08-07 21:30:00,9.62,0.74,26.56
20943,2023-08-07 21:40:00,9.05,0.66,26.63
20944,2023-08-07 21:50:00,8.67,0.62,26.72
20945,2023-08-07 22:00:00,8.14,0.54,26.75
20946,2023-08-07 22:10:00,7.69,0.49,26.55
20947,2023-08-07 22:20:00,7.45,0.44,26.58
20948,2023-08-07 22:30:00,7.81,0.49,26.67
20949,2023-08-07 22:40:00,8.57,0.59,26.54
20950,2023-08-07 22:50:00,8.13,0.57,26.46
20951,2023-08-07 23:00:00,8.12,0.55,26.52
20952,2023-08-07 23:10:00,7.34,0.44,26.44
20953,2023-08-07 23:20:00,7.5,0.43,26.52
20954,2023-08-07 23:30:00,7.22,0.42,26.56
20955,2023-08-07 23:40:00,7.89,0.47,26.81
20956,2023-08-07 23:50:00,7.37,0.44,26.9
20957,2023-08-08 0:00:00,7.19,0.38,26.76
20958,2023-08-08 0:10:00,7.32,0.4,26.68
20959,2023-08-08 0:20:00,6.23,0.29,26.57
20960,2023-08-08 0:30:00,6.15,0.27,26.55
20961,2023-08-08 0:40:00,5.87,0.22,26.46
20962,2023-08-08 0:50:00,6.4,0.25,26.38
20963,2023-08-08 1:00:00,6.46,0.26,26.28
20964,2023-08-08 1:10:00,6.47,0.29,26.17
20965,2023-08-08 1:20:00,6.65,0.32,26.08
20966,2023-08-08 1:30:00,6.61,0.29,25.96
20967,2023-08-08 1:40:00,6.95,0.35,25.86
20968,2023-08-08 1:50:00,6.9,0.34,25.72
20969,2023-08-08 2:00:00,7.12,0.38,25.93
20970,2023-08-08 2:10:00,7.34,0.37,25.95
20971,2023-08-08 2:20:00,7.08,0.35,25.82
20972,2023-08-08 2:30:00,6.98,0.34,25.99
20973,2023-08-08 2:40:00,7.04,0.34,25.97
20974,2023-08-08 2:50:00,6.47,0.28,25.54
20975,2023-08-08 3:00:00,6.93,0.29,25.59
20976,2023-08-08 3:10:00,6.11,0.24,25.43
20977,2023-08-08 3:20:00,6,0.22,25.45
20978,2023-08-08 3:30:00,6.76,0.29,25.43
20979,2023-08-08 3:40:00,6.73,0.28,25.92
20980,2023-08-08 3:50:00,6.46,0.33,26.27
20981,2023-08-08 4:00:00,5.87,0.26,26.52
20982,2023-08-08 4:10:00,5.72,0.22,26.29
20983,2023-08-08 4:20:00,5.42,0.17,26.46
20984,2023-08-08 4:30:00,4.8,0.14,26.36
20985,2023-08-08 4:40:00,5.49,0.18,26.59
20986,2023-08-08 4:50:00,5.7,0.19,26.78
20987,2023-08-08 5:00:00,5.46,0.15,26.62
20988,2023-08-08 5:10:00,4.89,0.12,26.98
20989,2023-08-08 5:20:00,4.62,0.12,27.01
20990,2023-08-08 5:30:00,4.98,0.13,26.87
20991,2023-08-08 5:40:00,4.91,0.13,26.87
20992,2023-08-08 5:50:00,4.6,0.1,27.05
20993,2023-08-08 6:00:00,3.93,0.06,26.82
20994,2023-08-08 6:10:00,1.86,0.01,25.81
20995,2023-08-08 6:20:00,1.42,0,26.04
20996,2023-08-08 6:30:00,1.72,0.01,25.57
20997,2023-08-08 6:40:00,2.26,0.01,26.39
20998,2023-08-08 6:50:00,2.43,0.01,26.34
20999,2023-08-08 7:00:00,4.14,0.09,26.56
21000,2023-08-08 7:10:00,4.35,0.09,26.97
21001,2023-08-08 7:20:00,2.93,0.04,26.78
21002,2023-08-08 7:30:00,0.99,0.01,26.49
21003,2023-08-08 7:40:00,0.92,0,26.39
21004,2023-08-08 7:50:00,1.42,0.01,25.93
21005,2023-08-08 8:00:00,1.87,0.01,25.5
21006,2023-08-08 8:10:00,1.2,0.01,25.77
21007,2023-08-08 8:20:00,1.04,0.01,26.64
21008,2023-08-08 8:30:00,2.1,0.01,25.96
21009,2023-08-08 8:40:00,2.6,0.01,25.78
21010,2023-08-08 8:50:00,2.29,0.01,26.46
21011,2023-08-08 9:00:00,1.68,0.01,26.96
